Simulation #,100,200,300,400,500,600,700,800,900
0,28996.533861825625,8293.223739897532,6100.172456578584,6504.383445031512,8110.556577695516,9946.83708522463,10650.3783970336,9120.27455727074,8079.284126703305
1,6196.785295619012,7855.134371861503,5743.95177556358,6330.823643097318,10294.681733788568,5442.818203835215,9841.83234972025,7892.71005422092,6749.360858629504
2,6104.748971088001,8426.455007890328,5882.096565001292,6336.782148693452,16711.493529903306,8861.99029563901,5578.881429103866,13305.437084139701,7071.000212134066
3,6726.839674022267,6114.977350734834,8740.938164750967,5868.7361501434025,5480.106385828654,8156.449963066039,5573.786145879657,10367.048181618527,9803.302708781363
4,4884.05958194615,7265.178593813093,5879.427863321396,12877.995496194273,9042.265645290454,9132.413481659709,6725.603616033285,12029.125986537842,10634.975505378468
5,8576.88614824751,6563.987507605419,5959.671803044191,6866.619546763895,11163.642774650218,5671.10412530047,7777.840831490446,5609.474485190212,5576.896448742795
6,6602.664916531809,10602.243536157806,19072.001677852277,6424.421841691282,7826.252232071236,8923.898699559515,7288.286218309487,8614.788679938702,7767.314078882095
7,6475.6439062073205,7068.831586620238,6143.0559170497545,8679.93271863325,6550.575547232472,6521.021392389385,7857.210446462535,5809.771768322746,10615.6058706039
8,7514.06494515452,7569.480299201525,8431.908443525701,7095.6741751577065,14695.956995037785,13444.96455926902,5793.6592927095735,5366.990404314135,5914.764915024096
9,8529.883000369935,5685.227699925484,6110.916788829643,5672.421176182178,8562.695837176514,6902.178496677698,5282.852827781596,7756.1304785311595,6739.743912048884
10,5948.725241595883,8295.16678554446,8785.455252859694,10038.713861845052,6517.199091634381,13946.228737547654,8082.767347882778,6795.306026957138,9997.106381348554
11,5946.127142939344,8528.134145286413,7276.434566461791,8659.872516382675,7888.143000732175,6397.225023398817,7326.588564946172,6450.774837180415,9226.286360177643
12,10001.371905893711,9349.16424072227,6295.544456200751,10869.445616037647,8174.679932572284,6844.791888728247,6134.5555666242035,12076.812824582486,8442.753105474541
13,6372.781182497953,16932.386010246755,8637.619116400074,7535.152022354957,10341.227780104256,5643.405709321279,5571.449362598569,8300.227948677073,10977.241183466818
14,6536.014687865993,9344.210185992179,7757.502948758704,13808.405556037236,8336.348841069452,5170.969154810344,9776.304823398255,5258.6007644619685,5088.740119125755
15,5483.954047947521,13055.737742464038,5673.346102609993,8359.277002229319,8662.911288937456,6930.129003128297,17845.771263803646,4931.801293645152,9860.596330851395
16,7139.882912205214,9349.03888108291,6302.6248500128895,7740.294826426188,6643.513528246932,9814.280615511256,5650.8781618435205,6457.294789615849,5803.563388126298
17,8199.01067202623,6236.658720821591,6077.40273472147,8152.6079263018655,9225.453484788703,8955.422044772653,5310.4478153918435,13326.392460077108,8804.0263516189
18,6151.147860359073,6831.905151566435,7612.0462426341055,7471.631682571084,6467.400714351941,7421.872539999592,7841.501641905076,5850.278625843388,5243.245178322295
19,7526.69223497281,8753.101850201447,8409.918905673228,8976.205879991836,9300.039569808292,5393.789020716327,8351.723175488996,11074.87318211816,5543.0715312000075
20,5648.358522615221,6548.381174000182,6620.27310614902,5733.532070198962,7775.776231348224,7544.067603090523,5764.59296047865,5602.6342018732585,5016.448743882469
21,6459.226888722829,6595.390511561844,7976.338508363346,5699.74069585626,6423.317522900452,11198.918519214254,8966.15993611535,7550.242909999651,5430.644344826864
22,6532.6726536694,10702.267049555436,7957.193475089066,6629.972850623146,5659.354733536325,9628.913542035778,6730.640979877028,14202.63017894925,16782.152424525288
23,6654.571661647352,9781.646487171778,7388.988293399848,10188.652118901695,5777.679984215118,7057.500690754483,5921.093142317557,11398.574647735566,10132.684145871715
24,8804.026805956466,5724.86978017841,8073.422818111288,5938.852077632511,5990.87506129113,8060.800208416035,11207.721623951944,5096.913968275313,8881.178750593865
25,6808.310509957665,6655.596742591907,6445.574605882706,12530.009417394705,6035.150039559911,5186.885385276987,7742.411510634139,8606.313961272852,5574.957757687496
26,5735.77004420505,6461.170482195931,5966.319803698088,8157.417483493167,7730.401283245263,6622.267285454431,11343.89774283954,14408.082176334226,60454.99588950445
27,6462.81981800514,8528.524374122408,8030.773312701585,9210.976061200028,6799.190834209612,5711.190769007808,6647.600469342303,8650.512585968534,9705.609099896821
28,6923.3922321359205,7611.974776626628,9336.04455859118,6090.55925182573,7886.003550595194,9199.533031627203,11877.506135548825,5746.549921474623,9173.434253320836
29,7723.917658805019,7251.876446823953,6080.83185098881,10685.780458160274,5948.13819610809,6886.946783589953,10264.979688240985,5399.882406127008,10589.99225684325
