Simulation #,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40
0,7021.963258234837,5550.713287497382,5880.9740689787095,8354.604000190553,7871.431635985921,10322.644622382386,8247.998545101715,7675.613330542387,8139.620629980245,6183.878071242996,8481.892241711163,16189.171195586265,9334.161772757101,11104.172188866669,8575.738801992515,12195.60248614229,7527.179020057913,9360.21239075268,8318.91964139575,10055.333311233397
1,5890.668552889391,10732.189338620523,9605.373496121845,7216.328706482265,10465.445236586927,11061.235374043896,7849.219069436143,8264.975257071252,10127.317117578574,7767.384888107451,10814.652652766985,7862.996629784347,11518.051224056959,7863.656655780439,12349.260058805143,8280.599978262444,7345.69424901418,7781.335360977575,10970.244117611968,11315.484258307286
2,8113.76607994093,7075.739678648445,5841.41489709471,9941.75356765596,5791.537274333991,9428.487895733864,8503.962840934808,8338.653608347093,8698.97419239763,11186.249058553989,7787.534141177167,8643.937065943966,10412.415665924982,11353.123623038728,11069.398176956143,10592.90252952419,7587.962045239815,8574.319331585453,8857.978550436888,7902.34547460436
3,8083.330254294946,5894.075330363534,13062.340372230392,7448.171856234253,8704.593270222336,9008.187387038526,7524.037214155709,10512.23629871399,7718.773995914118,9894.496247914798,8859.894356029308,8816.339830110906,8598.449162494362,12351.101003554299,10090.256290104826,10691.456028062783,7610.860923706332,12163.850706088102,7927.206317486634,9185.250350425948
4,7813.6204156588,7485.201132902174,9828.783444557113,6866.113311037038,14742.199564515466,6930.55870763678,9135.764883139233,7353.506102533675,11202.895340044912,9213.068978358948,9916.227508483254,8108.440047259399,10924.503833126702,7136.053250922389,9913.44218725262,9036.567489926692,7899.160461719966,8433.87740010489,7615.4096409845215,9994.73981652349
5,7676.887911126487,5695.260134532926,6164.9431465342805,6989.472083068935,8608.283452582169,8191.599111284682,12034.97769004995,8378.510130088762,7548.706909133511,10024.177572250004,7891.801315289178,8264.592427942227,7570.798108521981,10089.260428792588,7653.483389934286,7518.209893319021,8462.593455909364,11073.498453515042,14717.947683016135,9977.204818986127
6,5661.656118133633,6743.385796467528,9727.339204530703,7550.825120475245,7016.183007875436,6658.947364261111,8845.39111628197,9526.593095120626,7503.865137380869,10006.464310634401,11211.021362926751,8531.384881717622,12356.378110109774,12906.014721826408,7151.4197191886315,9030.111848698221,10348.407413703811,11197.193934196192,13450.161039928109,9340.810243228369
7,6082.294303961294,9956.344309032307,6624.163343396659,7703.358488347793,9799.70162811093,9636.774149060462,10230.53507887051,7128.054433013261,11782.418766959525,13646.854582650172,12110.632023143962,10191.81985712071,7748.514696378913,11998.10718405199,11960.541793748309,8570.851999655577,8119.230259082446,8927.775534812688,9702.626448544745,9989.437621808347
8,6040.105628215454,7924.679173316735,8927.043855610882,8623.637747493804,6644.043347239691,11230.453953425034,9005.760822939947,8228.029654783702,8282.109393143754,9744.004926107129,10119.591296094917,8329.25062655699,9520.185712474311,12730.836264754958,9413.612271599039,12931.099257217076,8722.3496834282,9447.034243613178,10664.407344058083,10471.545826667618
